TITLE,AUTHOR,HATHI_ID,PUBLISHER,YEAR,GENDER,RACE,NATIONALITY,GENRE,YEAR_CORRECT
More Annotated Alice,"Carroll, Lewis",,Random House,1986,M,Caucasian,British,FAN,1990
Murder Among Children,"Coe, Tucker",,Random House,1986,M,Caucasian,American,DET,1967
Miss Wyoming,"Coupland, Douglas",,Random House,1986,M,Caucasian,Canadian,LIT,1999
Mortissimo,"Durston, P E H",,Random House,1986,,,,DET,1967
Middlemarch,"Eliot, George",,Random House,1986,M,Caucasian,British,LIT,2000
Mrs Pollifax And The Lion Killer,"Gilman, Dorothy",,Random House,1986,F,,American,DET,1996
Mrs Pollifax Unveiled,"Gilman, Dorothy",,Random House,1986,F,,American,DET,1985
Mole And Shrew All Year Through,"Koller, Jackie French",,Random House,1986,F,Caucasian,American,YA,2000
Metalhead,"Korman, Justine",,Random House,1986,F,white,American,YA,1994
Morgan Swift And The Riddle Of The Sphinx,"Lesley, Martine",,Random House,1986,,,,YA,1986
Morgan Swift And The Trail Of The Jaguar,"Lesley, Martine",,Random House,1986,,,,DET,1985
Missing Piece In Greece,"Lowery, Linda",,Random House,1986,F,Caucasian,American,YA,2000
Mission Down Under,"Lowery, Linda",,Random House,1986,F,Caucasian,American,YA,1998
Moon Dragon Summer,"Lowery, Linda",,Random House,1986,F,Caucasian,American,FAN,1984
Miss Turquoise,"Mair, George Brown",,Random House,1986,M,Caucasian,Scottish,DET,1965
Moose Street,"Mazer, Anne",,Random House,1986,F,Caucasisan,American,YA,1992
Miami Jackson Gets It Straight,"Mckissack, Pat",,Random House,1986,F,Black,American,YA,2000
Moby Dick,"Melville, Herman",,Random House,1986,M,Caucasian,American,LIT,2000
Mexico,"Michener, James A",,Random House,1986,M,Caucasian,American,LIT,1992
Miracle In Seville,"Michener, James A",,Random House,1986,M,Caucasian,American,ROM,1995
Molly The Brave And Me,"O'Connor, Jane",,Random House,1986,F,Caucasian,American,YA,1990
Move To Strike,"O'Shaughnessy, Perri",,Random House,1986,F,Caucasian,American,DET,2000
Midnight On The Moon,"Osborne, Mary Pope",,Random House,1986,F,Caucasian,American,YA,1996
Midnight On The Moon #8,"Osborne, Mary Pope",,Random House,1986,F,Caucasian,American,YA,1996
Mummies In The Morning,"Osborne, Mary Pope",,Random House,1986,F,Caucasian,American,YA,1993
Mummies In The Morning #3,"Osborne, Mary Pope",,Random House,1986,F,Caucasian,American,YA,1993
Mick Harte Was Here,"Park, Barbara",,Random House,1986,F,Caucasian,American,YA,1995
Monster Man,"Parry, Glyn",,Random House,1986,M,Caucasian,Australian,DET,1994
Mix & Match,"Pausacker, Jenny",,Random House,1986,F,Caucasian,Australian,YA,1998
Millie'S Boy,"Peck, Robert Newton",,Random House,1986,M,Caucasian,American,LIT,1973
More Collected Stories,"Pritchett, V S",,Random House,1986,M,,British,LIT,1983
Midnight Confessions,"Proctor, Candice",,Random House,1986,F,Caucasian,American,DET,1984
More Than This,"Roberts, Laura Peyton",,Random House,1986,F,Caucasian,American,YA,"2000, 1999"
Mr Plunkett'S Pool,"Rubinstein, Gillian",,Random House,1986,F,Caucasian,British,YA,1992
Mountain Bike Madness,"Sachs, Betsy",,Random House,1986,F,Caucasian,American,YA,1994
Morgan Swift And The Lake Of Diamonds,"Saunders, Susan",,Random House,1986,F,Caucasian,American,YA,1986
Morlock Madness,"Skir, Robert N",,Random House,1986,M,Caucasian,American,YA,1993
Moo,"Smiley, Jane",,Random House,1986,F,Caucasian,American,LIT,1995
Moriah'S Pond,"Smothers, Ethel Footman",,Random House,1986,F,Black,American,YA,1995
Mr X,"Straub, Peter",,Random House,1986,M,Caucasian,American,DET,1999
Mooseberry And The Fuzzo Makers,"Tallon, Robert",,Random House,1986,M,Caucasian,American,YA,1984
Meteors In August,"Thon, Melanie Rae",,Random House,1986,F,Caucasian,American,HIST,1990
Moving Day,"Tobias, Tobi",,Random House,1986,M,,,YA,1976
Murder At The Library Of Congress,"Truman, Margaret",,Random House,1986,F,Caucasian,American,DET,1999
Murder At The National Gallery,"Truman, Margaret",,Random House,1986,F,Caucasian,American,DET,1996
Mennyms Under Siege,"Waugh, Sylvia",,Random House,1986,F,Caucasian,British,YA,1995
Midshipman Lee Of The Naval Academy,"White, Robb",,Random House,1986,M,Caucasian,American,LIT,1954
Mouse Hotel,"Wolfe, Pamela",,Random House,1986,F,Caucasian?,Australian,YA,2000
The last blossom on the plum tree : | a period piece / | $c: by Brooke Astor.,"Astor, Brooke.",uc1.b4449558,New York|Random House|c1986.,1986,female,white,american,HIST,1986
Q clearance / | $c: Peter Benchley.,"Benchley, Peter.",uc1.b4975764,New York|Random House|1986.,1986,M,Caucasian,American,DET,1986
Ultramarine / | $c: Raymond Carver.,"Carver, Raymond,",mdp.39015012837483,New York|Random House|1986.,1986,M,Caucasian,American,DET,1986
Lost : | a novel / | $c: by Gary Devon.,"Devon, Gary.",uc1.b4422268,New York|Knopf|Distributed by Random House|1986.,1986,male,white,american,YA,1986
Deadwood / | $c: Pete Dexter.,"Dexter, Pete,",uc1.32106011453633,New York|Random House|c1986.,1986,M,white,American,HIST,1986
The house on Moon Lake : | a novel / | $c: by Francesca Duranti ; translated from the Italian by Stephen Sartarelli.,"Duranti, Francesca,",mdp.39015012263698,New York|Random House|c1986.,1986,female,white,italian,LIT,1986
A fighting chance / | $c: Mignon G. Eberhart.,"Eberhart, Mignon Good,",uc1.b4451801,New York|Random|c1986.,1986,F,white,American,DET,1986
Two strange tales / | $c: Mircea Eliade.,"Eliade, Mircea,",inu.39000001205710,Boston|Shambhala|New York|Distributed in the U.S. by Random House|1986.,1986,male,white,romanian,FAN,1986
"Stillness ; and, Shadows / | $c: John Gardner ; edited and with an introduction by Nicholas Delbanco.","Gardner, John,",mdp.39015010923335,New York|Knopf|Distributed by Random House|1986.,1986,male,white,american,LIT,1986
"Lifetimes : | under apartheid / | $c: Nadine Gordimer, David Goldblatt.","Gordimer, Nadine.",mdp.39015012082205,New York|Knopf|Distributed by Random House|1986.,1986,female,white,south-african,LIT,1986
A green flash / | $c: Winston Graham.,"Graham, Winston.",inu.30000120961028,New York|Random House|1986.,1986,M,white,British,DET,1986
The stars at noon / | $c: Denis Johnson.,"Johnson, Denis,",mdp.39015014305091,New York|Knopf|Distributed by Random House|1986.,1986,male,white,american,LIT,1986
C.B. Greenfield : | a little madness / | $c: Lucille Kallen.,"Kallen, Lucille.",uc1.b4462469,New York|Random House|c1986.,1986,F,Caucasian,American,DET,1986
Collaborators / | $c: by Janet Kauffman.,"Kauffman, Janet.",uc1.b4975931,New York|Knopf|Distributed by Random House|c1986.,1986,female,white,american,HIST,1986
Shan / | $c: Eric Van Lustbader.,"Lustbader, Eric Van.",uc1.32106007567792,New York|Random House|c1986.,1986,male,white,american,DET,1986
Barrier Island / | $c: John D. MacDonald.,"MacDonald, John D. (John Dann),",uc1.32106007504845,New York|Knopf|Distributed by Random House|1986.,1986,male,white,american,DET,1986
Anagrams : | a novel / | $c: Lorrie Moore.,"Moore, Lorrie.",uc1.32106007510131,New York|Knopf|Distributed by Random House|1986.,1986,F,Caucasian,American,ROM,1986
The progress of love / | $c: Alice Munro.,"Munro, Alice.",mdp.39015011312124,New York|Knopf|Distributed by Random House|1986.,1986,female,white,canadian,LIT,1986
Family resemblances / | $c: by Lowry Pei.,"Pei, Lowry.",mdp.39015012895689,New York|Random House|c1986.,1986,male,asian,american,YA,1986
Requiem for a woman's soul / | $c: Omar Rivabella ; translated by Paul Riviera and Omar Rivabella.,"Rivabella, Omar.",mdp.39015063151966,New York|Random House|c1986.,1986,male,latinx,argentinean,DET,1986
Southern light : | a novel / | $c: by J.R. Salamanca.,"Salamanca, J. R.",mdp.39015048881646,New York|Knopf|Distributed by Random House|1986.,1986,M,white,American,LIT,1986
Palais-Royal / | $c: Richard Sennett.,"Sennett, Richard,",mdp.39015014564010,New York|Knopf|Distributed by Random House|1986.,1986,male,white,american,HIST,1986
The Golden Gate : | a novel in verse / | $c: Vikram Seth.,"Seth, Vikram,",mdp.39015054059889,New York|Random House|c1986.,1986,male,asian,indian,LIT,1986
A time to remember / | $c: Stanley Shapiro.,"Shapiro, Stanley.",uc1.b4361989,"New York, N.Y.|Random House|1986",1986,M,Caucasian,American,SCI,1986
A summons to Memphis / | $c: Peter Taylor.,"Taylor, Peter,",mdp.39015010404765,New York|Knopf|Distributed by Random House|1986.,1986,M,Caucasian,American,LIT,1986
Myra Breckenridge ; Myron / | $c: by Gore Vidal.,"Vidal, Gore,",mdp.39015011872937,New York|Random House|c1986.,1986,M,Caucasian,American,LIT,1986
Mystery Of The Fiery Eye,"Arthur, Robert",,Random House,1987,M,Caucasian,American,YA,1999
My Best Bedtime Book,"Blackman, John",,Random House,1987,M,Caucasian,Australian,YA,"1995, 1988"
"My Father, The Nutcase","Caseley, Judith",,Random House,1987,F,Caucasian,American,YA,1992
Nemesis,"Ciencin, Scott",,Random House,1987,M,Caucasian,American,FAN,1997
My So-Called Life Goes On,"Clark, Catherine",,Random House,1987,F,Caucasian,American,YA,1999
Murder In Bright Red,"Crane, Frances",,Random House,1987,F,white,American,DET,1953
Neanderthal,"Darnton, John",,Random House,1987,M,Caucasian,American,DET,1996
Mystery Of The Musical Umbrella,"Feld, Friedrich",,Random House,1987,,,,YA,1962
"Murder'S A Waiting Game,","Gilbert, Anthony",,Random House,1987,F,Caucasian,British,DET,1972
My Little Library Of Christmas Classics,"Goode, Diane",,Random House,1987,F,Caucasian,American,YA,1983
My Melody'S New Bike,"Harris, Robin",,Random House,1987,M,Caucasian,British,YA,1982
Mystery Of The Deadly Diamond,"Howard, Elizabeth",,Random House,1987,F,Caucasian,British,DET,1987
Mystery Of The Magician,"Howard, Elizabeth",,Random House,1987,F,Caucasian,British,DET,1987
Mystery Of The Metro,"Howard, Elizabeth",,Random House,1987,F,Caucasian,British,DET,1987
My Sister Stole My Boyfriend,"Howard, Megan",,Random House,1987,female,white,American,YA,1994
Mutiny In The Time Machine,"Keith, Donald,",,Random House,1987,M,Caucasian?,American,YA,1963
My Name Is Clary Brown,"Keppel, Charlotte",,Random House,1987,F,Caucasian,British,ROM,1976
"My Mother The Mayor, Maybe","Kibbe, Pat",,Random House,1987,F,Caucasian,American,YA,1981
My Life Is A Toilet,"Killeen, Gretel",,Random House,1987,F,Caucasian,Australian,YA,1994
My Sister'S An Alien,"Killeen, Gretel",,Random House,1987,F,Caucasian,Australian,FAN,1998
My Life As A Girl,"Mosier, Elizabeth",,Random House,1987,F,Caucasian,American,YA,1999
"Murdered, My Sweet","Nixon, Joan",,Random House,1987,F,Caucasian,American,DET,1997
My Mother Got Married (And Other Disasters),"Park, Barbara",,Random House,1987,F,Caucasian,American,YA,1999
Murder On The Left Bank,"Paul, Elliot",,Random House,1987,M,Caucasian,American,DET,1951
My Little Hen,"Provensen, Alice",,Random House,1987,F,Caucasian,Chicago,YA,1973
Nate The Great And The Lost List,"Sharmat, Marjorie Weinman",,Random House,1987,F,Caucasian,American,YA,1975
Nate The Great And The Missing Key,"Sharmat, Marjorie Weinman",,Random House,1987,F,Caucasian,American,YA,1981
Nate The Great Goes Down In The Dumps,"Sharmat, Marjorie Weinman",,Random House,1987,F,Caucasian,American,YA,1989
Mystery Of The Ancients,"Simon, Morris",,Random House,1987,M,,,SCI,1985
Murder To Go,"Stine, Megan",,Random House,1987,F,Caucasian?,American,YA,1989
Murder At The Opera,"Truman, Margaret",,Random House,1987,F,Caucasian,American,DET,1984
Murder At The Pentagon,"Truman, Margaret",,Random House,1987,F,Caucasian,American,DET,1992
Murder At The Washington Tribune,"Truman, Margaret",,Random House,1987,F,Caucasian,American,DET,1984
Murder At The Watergate,"Truman, Margaret",,Random House,1987,F,Caucasian,American,LIT,1998
Murder In The Cia,"Truman, Margaret",,Random House,1987,F,Caucasian,American,DET,1987
Murder In The House,"Truman, Margaret",,Random House,1987,F,Caucasian,American,DET,1997
Murder On The Potomac,"Truman, Margaret",,Random House,1987,F,Caucasian,American,DET,1994
"Museums And Women, And Other Stories","Updike, John",,Random House,1987,M,Caucasian,American,LIT,1972
Dvorak in love : | a light-hearted dream / | $c: Josef Skvorecky ; translated from the Czech by Paul Wilson.,"___kvoreck__í_Œ‚í_Œé__, Josef.",mdp.39015011919035,"New York|Knopf|Distributed by Random House|1987, c1986.",1987,male,white,"Czechoslovakian, canadian",HIST,1987
Jade and fire / | $c: by Raymond James Barnett.,"Barnett, Raymond James.",uc1.b4421709,"New York, N.Y.|Random House|1987.",1987,male,white,american,DET,1987
Crooked hearts / | $c: Robert Boswell,"Boswell, Robert,",uc1.b4432472,New York|Knopf|Distributed by Random House|1987,1987,M,Caucasian,American,LIT,1987
"Mongoose, R.I.P. : | a Blackford Oakes novel / | $c: by William F. Buckley, Jr.","Buckley, William F. (William Frank),",uc1.b4421492,"New York, NY|Random House|c1987.",1987,male,white,american,LIT,1987
Wabash : | a novel / | $c: by Robert Olen Butler.,"Butler, Robert Olen.",uc1.32106007621383,New York|Knopf|Distributed by Random House|1987.,1987,M,Caucasian,American,LIT,1987
A Capote reader / | $c: Truman Capote.,"Capote, Truman,",mdp.39015012824085,New York|Random House|c1987.,1987,M,Caucasian,American,LIT,1987
Answered prayers : | the unfinished novel / | $c: by Truman Capote.,"Capote, Truman,",mdp.39015013428266,New York|Random House|c1987.,1987,M,Caucasian,American,LIT,1987
The exile of Celine / | $c: Tom Clark.,"Clark, Tom,",uc1.32106007549626,New York|Random House|1987.,1987,male,white,american,LIT,1987
Rope-dancer / | $c: M.J. Fitzgerald.,"Fitzgerald, M. J.",uc1.b4450870,New York|Random House|c1987.,1987,male,white,american,LIT,1987
Concertina / | $c: by M.J. Fitzgerald.,"Fitzgerald, M. J.",uc1.b4450869,New York|Random House|1987.,1987,male,white,american,ROM,1987
Temporary shelter : | short stories / | $c: Mary Gordon.,"Gordon, Mary,",mdp.39015012200955,"New York, NY|Random House|c1987.",1987,female,white,american,FAN,1987
Blues / | $c: John Hersey ; with drawings by James Baker.,"Hersey, John,",uc1.b4382651,New York|Knopf|Distributed by Random House|1987.,1987,male,white,american,LIT,1987
The berkut / | $c: Joseph Heywood.,"Heywood, Joseph.",mdp.39015053525005,New York|Random House|c1987.,1987,male,white,american,LIT,1987
Persian nights / | $c: Diane Johnson.,"Johnson, Diane.",mdp.39015011697342,New York|Knopf|Distributed by Random House|1987.,1987,F,Caucasian,American,ROM,1987
Crescendo : | a novel / | $c: Laura Kalpakian.,"Kalpakian, Laura.",uc1.b4462471,New York|Random House|c1987.,1987,female,white,american,HIST ,1987
Women and men : | a novel / | $c: by Joseph McElroy.,"McElroy, Joseph.",mdp.39015013278406,"New York|Knopf|Distributed by Random House|1987, c1986.",1987,M,Caucasian,American,HIST,1987
The old left : | stories / | $c: by Daniel Menaker.,"Menaker, Daniel.",mdp.39015013347227,New York|Knopf|Distributed by Random House|1987.,1987,male,white,american,LIT,1987
Beloved : | a novel / | $c: by Toni Morrison.,"Morrison, Toni.",mdp.49015003142743,New York|Knopf|Distributed by Random House|1987.,1987,female,afam,american,LIT,1987
Cities of salt : | a novel / | $c: Abdelrahman Munif ; translated from the Arabic by Peter Theroux.,"Muni__í_Œ‚í_Œé___í_Œ‚í_Œé__f, ___í_Œ‚í_Œé__Abd al-Rah__í_Œ‚í_Œé___í_Œ‚í_Œé__ma__í_Œ‚í_Œé___í_Œ‚í_Œé__n.",uc1.b4284379,New York|Random House|c1987.,1987,male,asian,Saudi Arabian,LIT,1987
The fortune teller / | $c: Marsha Norman.,"Norman, Marsha.",mdp.39015056817391,New York|Random House|c1987.,1987,female,white,american,DET,1987
In the skin of a lion : | a novel / | $c: by Michael Ondaatje.,"Ondaatje, Michael,",mdp.39015013334910,New York|Knopf|Distributed by Random House|1987.,1987,M,South Asian,Canadian,HIST,1987
How old was Lolita? / | $c: Alan Saperstein.,"Saperstein, Alan.",mdp.39015032135280,New York|Random House|c1987.,1987,male,white,american,ROM,1987
In every woman's life ... : | a novel / | $c: by Alix Kates Shulman.,"Shulman, Alix Kates.",mdp.39015011830141,New York|Knopf|Distributed by Random House|1987.,1987,F,Caucasian,American,ROM,1987
The age of grief : | a novella and stories / | $c: by Jane Smiley.,"Smiley, Jane.",mdp.39015013430734,New York|Knopf|Distributed by Random House|1987.,1987,female,white,american,LIT,1987
Crossing to safety / | $c: Wallace Stegner.,"Stegner, Wallace,",mdp.39015012098383,New York|Random House|1987.,1987,male,white,american,LIT,1987
Walking distance / | $c: Marian Thurm.,"Thurm, Marian.",uc1.b4368873,New York|Random House|c1987.,1987,female,white,american,ROM,1987
Trust me : | short stories / | $c: John Updike.,"Updike, John.",uc1.32106007646208,New York|Knopf|Distributed by Random House|1987.,1987,male,white,american,LIT,1987
Strega : | a novel / | $c: by Andrew Vachss.,"Vachss, Andrew H.",mdp.39015037836783,New York|Knopf|Distributed by Random House|1987.,1987,male,white,american,DET,1987
Empire : | a novel / | $c: Gore Vidal.,"Vidal, Gore,",mdp.39015066059885,New York|Random House|c1987.,1987,M,Caucasian,American,HIST,1987
Winters' tales : | stories and observations for the unusual / | $c: Jonathan Winters.,"Winters, Jonathan.",mdp.39015052465229,New York|Random House|c1987.,1987,male,white,american,LIT,1987
Of Love And Shadows,"Allende, Isabel",,Random House,1988,F,Hispanic,American,DET,1987
North By Night,"Ayres, Katherine",,Random House,1988,F,Caucasian,American,HIST,1998
On My Honor,"Bauer, Marion Dane",,Random House,1988,F,Caucasian,American,YA,1986
Now You See Me,"Bedford, Jean",,Random House,1988,F,Caucasian,Australian,DET,"1998, 1997"
Notes For Another Life,"Bridgers, Sue Ellen",,Random House,1988,F,Caucasian,American,YA,1981
On To Freedom,"Carter, Mary Kennedy",,Random House,1988,F,Black,American,HIST,1970
Oh What A Paradise It Seems,"Cheever, John",,Random House,1988,M,Caucasian,American,LIT,1982
No Fat Chicks,"Clark, M D",,Random House,1988,F,Caucasian,Nationality,ROM,1998
Old Man Jim'S Book Of Knowledge,"Dabney, Dick",,Random House,1988,M,Caucasian?,American,LIT,1973
Nicholas Nickleby,"Dickens, Charles",,Random House,1988,M,Caucasian,American,YA,1993
Oliver Twist,"Dickens, Charles",,Random House,1988,M,Caucasian,American,LIT,1992
Never Look Back,"Eberhart, Mignon Good",,Random House,1988,F,white,American,DET,1951
